Poll Date,Poll Time,Site,POS1,POS2,POS3,POS4,POS5,POS6,POS7,POS8,POS9,KC1,KC2,KC3,KC4,KC5,KC6,KC7,KC8,KC9
09/28/2021,06:29:40,01239,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:05,01240,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:29:40,01241,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:32:19,01242,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:32:47,01243,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,05:58:43,01244,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:22,01245,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,OK,,
09/28/2021,06:07:30,01246,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:32:28,01247,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:32:06,01248,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,05:58:59,01249,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:30:05,01251,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:41,01252,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:48,01253,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:40,01254,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:45,01255,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:40,01256,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:47,01257,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:44,01258,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,*DOWN*,OK,OK,,,
09/28/2021,06:29:42,01259,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:46,01260,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:05,01261,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:29:44,01262,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:23,01263,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:38,01265,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,OK,*UP*,
09/28/2021,06:32:52,01266,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,OK,,
09/28/2021,06:33:40,01267,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:04:08,01401,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:47,01402,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:19,01403,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:05,01405,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:05,01406,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:59,01407,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:54,01408,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:59,01409,OK,OK,*DOWN*,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:16,01410,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:56,01411,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:36,01412,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:34,01413,OK,OK,OK,OK,,OK,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:04:18,01414,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:05,01415,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:24,01416,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:33,01417,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:32,01418,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:33:32,01419,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:30:58,01501,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:24,01502,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:36,01503,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:14,01504,OK,OK,*DOWN*,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:55,01505,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:04,01506,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:29,01507,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:14,01508,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:22,01509,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:59,01510,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:08:36,01511,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:31,01512,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:03:49,01513,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:00,01514,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:10,01515,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:12,01516,OK,OK,OK,*DOWN*,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:45,01517,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:10,01518,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:15,01519,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:32:19,01520,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:41,01521,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:15,01522,OK,OK,OK,OK,,,,,,,,OK,OK,*DOWN*,OK,OK,,,
09/28/2021,06:03:59,01523,OK,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:06:09,01524,OK,OK,OK,OK,,,,,,,,OK,OK,OK,*DOWN*,OK,,,
09/28/2021,06:06:45,01525,OK,OK,OK,OK,,*DOWN*,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:39,01526,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:34,01527,OK,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,05:58:32,01528,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:54,01529,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:05:21,01530,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:30:47,01531,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:07:12,01532,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:33,01533,OK,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:03:15,01534,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:27,01535,OK,*DOWN*,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:37,01536,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:52,01537,OK,OK,OK,OK,,OK,,OK,,*DOWN*,OK,OK,,,OK,OK,,,
09/28/2021,06:05:50,01538,*DOWN*,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:30:49,01539,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:03:04,01540,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:47,01542,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:01:47,01543,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:09,01544,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:11,01545,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:01:44,01546,OK,OK,*DOWN*,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:05:44,01547,OK,OK,OK,OK,,OK,,,,OK,OK,*DOWN*,,,OK,OK,,,
09/28/2021,06:03:03,01549,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:15,01550,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:09,01551,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:07:02,01552,OK,OK,OK,OK,,,,,,,,*DOWN*,OK,OK,OK,OK,,,
09/28/2021,06:02:38,01553,OK,OK,OK,OK,,OK,,,,*DOWN*,OK,OK,,,OK,OK,,,
09/28/2021,06:06:33,01554,OK,OK,OK,OK,,,,,,OK,OK,*DOWN*,,,OK,OK,,,
09/28/2021,06:05:28,01555,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:03:25,01556,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:39,01557,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:59,01558,OK,OK,OK,OK,,,,,,,,,*DOWN*,OK,OK,OK,,,
09/28/2021,06:30:27,01559,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:31:34,01560,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:57,01561,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:30:30,01562,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:30:44,01564,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:06:20,01565,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:19,01566,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:32,01567,OK,OK,OK,OK,,,,,,*DOWN*,OK,OK,,,OK,OK,,,
09/28/2021,06:01:51,01568,*DOWN*,OK,OK,OK,,,,,,OK,OK,*DOWN*,,,OK,OK,,,
09/28/2021,06:02:24,01569,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:02:48,01570,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:31:37,01571,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:05:28,01573,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:36,01574,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:30,01575,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:29,01576,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:39,01577,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:07:03,01578,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:49,01579,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:02:54,01580,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:30:34,01582,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:54,01583,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:05:53,01585,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:18,01586,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:19,01587,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:13,01588,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:06:56,01589,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:31:53,01590,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:31:55,01591,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:50,01592,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:05:57,01593,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:07,01594,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:06:48,01595,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:54,01596,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:02,01597,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:06:40,01598,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:30:27,01599,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:45,01600,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:53,01601,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:15,01602,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:32,01603,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:19,01604,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:08:51,01605,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:06:56,01606,*DOWN*,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:54,01607,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:37,01608,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:07:08,01609,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:41,01610,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:02:46,01611,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,*DOWN*,,,
09/28/2021,06:31:44,01612,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:48,01613,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:03:14,01614,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:13,01615,OK,*DOWN*,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:02,01616,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:05:39,01617,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:32,01618,*DOWN*,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:03,01619,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,OK,,
09/28/2021,06:07:02,01620,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:32,01621,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:32:13,01622,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:35,01623,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:59,01624,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:52,01625,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:52,01626,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:18,01627,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:29,01628,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:07:18,01629,OK,*DOWN*,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:42,01630,OK,*DOWN*,OK,OK,,OK,,OK,,,,,OK,OK,OK,OK,,,
09/28/2021,06:03:17,01631,*DOWN*,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:09,01632,OK,OK,OK,OK,,OK,,OK,,,,,OK,OK,OK,OK,,,
09/28/2021,06:06:17,01633,OK,OK,OK,OK,,OK,,OK,,,,,OK,OK,OK,OK,,,
09/28/2021,06:31:48,01634,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:18,01635,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:32:03,01636,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:31:34,01637,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:17,01638,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:12,01639,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:05,01640,OK,*DOWN*,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:27,01641,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:02:35,01642,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:16,01643,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:14,01644,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:33,01645,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:08,01646,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:37,01647,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:24,01648,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:11,01649,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:37,01650,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:37,01651,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:07:04,01652,OK,*DOWN*,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:05,01653,OK,OK,OK,OK,,OK,,OK,,,,,OK,OK,OK,OK,,,
09/28/2021,06:31:34,01654,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:31:01,01655,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:02,01656,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,*DOWN*,OK,OK,,,
09/28/2021,06:07:19,01657,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:07,01658,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:03:06,01659,OK,*DOWN*,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:07:18,01660,OK,OK,OK,OK,,OK,,OK,,,,*DOWN*,OK,OK,OK,OK,,,
09/28/2021,06:07:06,01661,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:05:10,01662,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:31:35,01663,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:49,01664,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:06:39,01665,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:30:29,01666,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:06:13,01667,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
